"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.510658780E-1,1.819593310E-1,5.746084079E-2,9.861717224E0,9.863563127E0
6.530800380E-1,1.963245422E-1,6.224924326E-2,9.859322548E0,9.861473490E0
6.550331630E-1,2.059013397E-1,4.788403213E-2,9.852140427E0,9.854408112E0
6.570168060E-1,2.082955539E-1,4.070143029E-2,9.847352028E0,9.849638857E0
6.589394130E-1,2.130839527E-1,5.027823523E-2,9.847352028E0,9.849785512E0
6.609535740E-1,2.082955539E-1,6.464344263E-2,9.844957352E0,9.847372800E0
6.629372160E-1,2.178723514E-1,6.703764945E-2,9.847352028E0,9.849990069E0
6.649513760E-1,2.035071403E-1,7.182604820E-2,9.864110947E0,9.866471452E0
6.668739840E-1,2.082955539E-1,7.422025502E-2,9.856928825E0,9.859408783E0
6.688881440E-1,2.202665508E-1,7.661445439E-2,9.835380554E0,9.838145037E0
6.708717860E-1,2.130839527E-1,6.943184882E-2,9.837775230E0,9.840327588E0
6.728859470E-1,1.915361285E-1,7.182604820E-2,9.847352028E0,9.849476485E0
6.748390720E-1,2.106897533E-1,7.661445439E-2,9.861717224E0,9.864265130E0
6.768227140E-1,2.106897533E-1,6.703764945E-2,9.859322548E0,9.861801322E0
6.787758390E-1,2.130839527E-1,7.422025502E-2,9.868899345E0,9.871478496E0
6.807594820E-1,1.939303428E-1,6.943184882E-2,9.873687744E0,9.875836138E0
6.827126070E-1,1.939303428E-1,6.224924326E-2,9.861717224E0,9.863820282E0
6.846962490E-1,1.963245422E-1,5.985504389E-2,9.844957352E0,9.847096588E0
6.866493740E-1,1.795651317E-1,6.464344263E-2,9.854534149E0,9.856381979E0
6.886635350E-1,1.867477298E-1,5.746084079E-2,9.859322548E0,9.861258417E0
6.906166600E-1,1.771709323E-1,6.943184882E-2,9.854534149E0,9.856371220E0
6.926003020E-1,1.795651317E-1,7.422025502E-2,9.854534149E0,9.856449441E0
6.945839450E-1,1.771709323E-1,8.140286058E-2,9.852140427E0,9.854069563E0
6.965981050E-1,1.939303428E-1,7.900865376E-2,9.842563629E0,9.844791016E0
6.985512300E-1,1.843535304E-1,7.661445439E-2,9.854534149E0,9.856556158E0
7.005348720E-1,1.915361285E-1,7.661445439E-2,9.844957352E0,9.847118417E0
7.024574800E-1,1.819593310E-1,7.900865376E-2,9.832986832E0,9.834987626E0
7.044716400E-1,1.915361285E-1,7.422025502E-2,9.866505623E0,9.868643673E0
7.063942470E-1,1.963245422E-1,6.943184882E-2,9.866505623E0,9.868702920E0
7.084084080E-1,1.843535304E-1,7.661445439E-2,9.859322548E0,9.861343575E0
7.103615330E-1,1.891419291E-1,7.182604820E-2,9.871294022E0,9.873367172E0
7.123451750E-1,1.843535304E-1,7.661445439E-2,9.866505623E0,9.868525179E0
7.142983000E-1,1.939303428E-1,9.097966552E-2,9.873687744E0,9.876011135E0
7.163124600E-1,1.987187415E-1,8.379705995E-2,9.866505623E0,9.868862361E0
7.182350680E-1,2.082955539E-1,9.337386489E-2,9.854534149E0,9.857177538E0
7.202492280E-1,2.059013397E-1,7.422025502E-2,9.854534149E0,9.856964406E0
7.222023530E-1,2.059013397E-1,7.422025502E-2,9.866505623E0,9.868932932E0
7.241859950E-1,1.987187415E-1,7.422025502E-2,9.859322548E0,9.861604276E0
7.261391200E-1,1.939303428E-1,8.140286058E-2,9.861717224E0,9.863959753E0
7.281227630E-1,1.939303428E-1,8.619125932E-2,9.861717224E0,9.864000432E0
7.300758880E-1,1.987187415E-1,7.900865376E-2,9.866505623E0,9.868822864E0
7.320900480E-1,1.795651317E-1,8.140286058E-2,9.861717224E0,9.863687783E0
7.340736910E-1,1.891419291E-1,6.943184882E-2,9.856928825E0,9.858987845E0
7.360878510E-1,1.915361285E-1,8.140286058E-2,9.849745750E0,9.851944167E0
7.380409760E-1,1.843535304E-1,8.619125932E-2,9.854534149E0,9.856635250E0
7.400551360E-1,1.867477298E-1,8.858546615E-2,9.854534149E0,9.856701548E0
7.419777430E-1,1.939303428E-1,7.422025502E-2,9.859322548E0,9.861508948E0
7.439919040E-1,1.843535304E-1,6.464344263E-2,9.861717224E0,9.863652042E0
7.459755460E-1,1.843535304E-1,8.140286058E-2,9.873687744E0,9.875744140E0
7.479897060E-1,1.675941199E-1,8.140286058E-2,9.868899345E0,9.870657957E0
7.499428310E-1,1.795651317E-1,7.661445439E-2,9.864110947E0,9.866042681E0
7.519264740E-1,1.795651317E-1,7.661445439E-2,9.856928825E0,9.858861967E0
7.538795990E-1,1.891419291E-1,7.900865376E-2,9.844957352E0,9.847091057E0
7.558632420E-1,1.867477298E-1,8.140286058E-2,9.856928825E0,9.859033777E0
7.578468840E-1,1.867477298E-1,8.858546615E-2,9.859322548E0,9.861488894E0
7.598305270E-1,1.915361285E-1,8.140286058E-2,9.864110947E0,9.866306162E0
7.617836520E-1,2.011129409E-1,7.661445439E-2,9.859322548E0,9.861671121E0
7.637672940E-1,2.011129409E-1,7.422025502E-2,9.844957352E0,9.847291014E0
7.657204190E-1,1.939303428E-1,7.661445439E-2,9.859322548E0,9.861527258E0
7.677345790E-1,2.011129409E-1,8.379705995E-2,9.854534149E0,9.856942308E0
7.696877040E-1,1.963245422E-1,8.619125932E-2,9.844957352E0,9.847291887E0
7.716713470E-1,1.867477298E-1,7.661445439E-2,9.849745750E0,9.851813835E0
7.736244720E-1,1.843535304E-1,6.943184882E-2,9.854534149E0,9.856502945E0
7.756081150E-1,1.915361285E-1,6.224924326E-2,9.852140427E0,9.854198701E0
7.775612400E-1,1.963245422E-1,6.464344263E-2,9.844957352E0,9.847126858E0
7.795448820E-1,1.987187415E-1,6.703764945E-2,9.840168953E0,9.842403579E0
7.814674900E-1,1.867477298E-1,7.422025502E-2,9.847352028E0,9.849402282E0
7.834816500E-1,1.987187415E-1,6.703764945E-2,9.854534149E0,9.856765518E0
7.854652920E-1,1.939303428E-1,5.985504389E-2,9.854534149E0,9.856623910E0
7.874489350E-1,1.723825186E-1,7.422025502E-2,9.859322548E0,9.861108735E0
7.894020600E-1,1.915361285E-1,7.900865376E-2,9.859322548E0,9.861499357E0
7.914162200E-1,1.843535304E-1,8.140286058E-2,9.859322548E0,9.861381939E0
7.933388270E-1,1.939303428E-1,7.182604820E-2,9.844957352E0,9.847129186E0
7.953529880E-1,1.963245422E-1,6.464344263E-2,9.849745750E0,9.851914202E0
7.973366300E-1,1.771709323E-1,7.661445439E-2,9.866505623E0,9.868393614E0
7.993507900E-1,1.628057212E-1,7.422025502E-2,9.878476143E0,9.880096419E0
8.013039150E-1,1.747767180E-1,8.379705995E-2,9.864110947E0,9.866015083E0
8.032875580E-1,1.939303428E-1,7.900865376E-2,9.844957352E0,9.847184197E0
8.052406830E-1,2.035071403E-1,7.182604820E-2,9.849745750E0,9.852109697E0
8.072548430E-1,1.915361285E-1,7.900865376E-2,9.852140427E0,9.854318822E0
8.092079680E-1,2.082955539E-1,7.182604820E-2,9.837775230E0,9.840242248E0
8.111916110E-1,2.059013397E-1,8.140286058E-2,9.837775230E0,9.840266423E0
8.131447360E-1,2.059013397E-1,6.464344263E-2,9.840168953E0,9.842535200E0
8.151283780E-1,1.867477298E-1,7.422025502E-2,9.830592155E0,9.832645905E0
8.170815030E-1,1.915361285E-1,7.900865376E-2,9.830592155E0,9.832775325E0
8.190956630E-1,1.891419291E-1,8.619125932E-2,9.835380554E0,9.837576645E0
8.210182710E-1,1.819593310E-1,7.900865376E-2,9.849745750E0,9.851743141E0
8.230324310E-1,1.891419291E-1,7.900865376E-2,9.861717224E0,9.863847304E0
8.250160740E-1,1.819593310E-1,8.140286058E-2,9.890447617E0,9.892456201E0
8.269997160E-1,1.795651317E-1,7.661445439E-2,9.866505623E0,9.868436888E0
8.289528410E-1,1.915361285E-1,7.900865376E-2,9.864110947E0,9.866286699E0
8.309364840E-1,1.987187415E-1,6.703764945E-2,9.868899345E0,9.871127467E0
8.328590910E-1,1.915361285E-1,8.858546615E-2,9.873687744E0,9.875942646E0
8.348732510E-1,1.939303428E-1,8.140286058E-2,9.868899345E0,9.871140243E0
8.368568940E-1,1.867477298E-1,7.661445439E-2,9.864110947E0,9.866176020E0
8.388405360E-1,1.771709323E-1,6.464344263E-2,9.844957352E0,9.846763609E0
8.407936610E-1,1.747767180E-1,7.422025502E-2,9.840168953E0,9.842000842E0
8.428078220E-1,1.795651317E-1,9.097966552E-2,9.856928825E0,9.858984066E0
8.447304290E-1,1.915361285E-1,8.379705995E-2,9.856928825E0,9.859145699E0
8.467445890E-1,1.915361285E-1,8.619125932E-2,9.854534149E0,9.856772206E0
8.486671970E-1,1.795651317E-1,8.140286058E-2,9.844957352E0,9.846931264E0
8.506508390E-1,1.891419291E-1,7.422025502E-2,9.844957352E0,9.847053802E0
8.526039640E-1,1.819593310E-1,7.422025502E-2,9.849745750E0,9.851705903E0
8.545876070E-1,1.939303428E-1,7.900865376E-2,9.844957352E0,9.847184197E0
8.565712490E-1,1.939303428E-1,8.140286058E-2,9.852140427E0,9.854385135E0
8.585854100E-1,2.035071403E-1,7.900865376E-2,9.856928825E0,9.859345992E0
8.605385350E-1,2.035071403E-1,8.858546615E-2,9.856928825E0,9.859427388E0
8.625221770E-1,2.082955539E-1,7.900865376E-2,9.856928825E0,9.859445992E0
8.645058200E-1,1.963245422E-1,7.900865376E-2,9.871294022E0,9.873562242E0
8.665199800E-1,1.987187415E-1,8.379705995E-2,9.878476143E0,9.880830025E0
8.684731050E-1,2.059013397E-1,7.900865376E-2,9.868899345E0,9.871363230E0
8.704567470E-1,2.035071403E-1,6.224924326E-2,9.847352028E0,9.849651369E0
8.724098720E-1,2.106897533E-1,5.985504389E-2,9.835380554E0,9.837819039E0
8.743935150E-1,2.035071403E-1,5.985504389E-2,9.832986832E0,9.835274669E0
8.763771580E-1,2.035071403E-1,6.224924326E-2,9.830592155E0,9.832895415E0
8.783913180E-1,2.059013397E-1,6.464344263E-2,9.830592155E0,9.832960707E0
8.803139250E-1,2.011129409E-1,7.900865376E-2,9.825803757E0,9.828179295E0
8.822975680E-1,1.987187415E-1,6.703764945E-2,9.844957352E0,9.847190891E0
8.842506930E-1,2.035071403E-1,7.422025502E-2,9.859322548E0,9.861701927E0
8.862343350E-1,2.106897533E-1,8.140286058E-2,9.864110947E0,9.866696578E0
8.881874600E-1,2.154781520E-1,8.858546615E-2,9.866505623E0,9.869255870E0
8.902016200E-1,2.082955539E-1,8.619125932E-2,9.866505623E0,9.869080463E0
8.921547450E-1,2.011129409E-1,8.619125932E-2,9.864110947E0,9.866537392E0
8.941383880E-1,2.035071403E-1,8.140286058E-2,9.876082420E0,9.878514339E0
8.960915130E-1,2.011129409E-1,8.140286058E-2,9.876082420E0,9.878465307E0
8.980751560E-1,1.987187415E-1,6.703764945E-2,9.873687744E0,9.875914786E0
9.000587980E-1,1.939303428E-1,6.703764945E-2,9.866505623E0,9.868639026E0
9.020424410E-1,2.035071403E-1,7.422025502E-2,9.864110947E0,9.866489171E0
9.039955660E-1,2.035071403E-1,6.464344263E-2,9.864110947E0,9.866421778E0
9.059792080E-1,1.987187415E-1,5.985504389E-2,9.842563629E0,9.844751422E0
9.079323330E-1,2.035071403E-1,5.985504389E-2,9.840168953E0,9.842455121E0
9.099159760E-1,1.915361285E-1,6.943184882E-2,9.849745750E0,9.851852527E0
9.118385830E-1,1.819593310E-1,6.703764945E-2,9.828198433E0,9.830111275E0
9.138527430E-1,1.939303428E-1,6.943184882E-2,9.825803757E0,9.827962618E0
9.158058680E-1,1.987187415E-1,8.140286058E-2,9.828198433E0,9.830544237E0
9.178200290E-1,2.059013397E-1,8.140286058E-2,9.837775230E0,9.840266423E0
9.197426360E-1,2.082955539E-1,8.379705995E-2,9.842563629E0,9.845124061E0
9.217262790E-1,1.939303428E-1,7.422025502E-2,9.849745750E0,9.851934276E0
9.236794040E-1,1.987187415E-1,7.182604820E-2,9.864110947E0,9.866373847E0
9.256630460E-1,2.035071403E-1,7.182604820E-2,9.866505623E0,9.868865555E0
9.276161710E-1,1.819593310E-1,8.379705995E-2,9.856928825E0,9.858964297E0
9.296303310E-1,1.963245422E-1,8.619125932E-2,9.861717224E0,9.864047793E0
9.315834560E-1,1.987187415E-1,8.619125932E-2,9.861717224E0,9.864095736E0
9.335670990E-1,2.059013397E-1,8.140286058E-2,9.859322548E0,9.861808297E0
9.355202240E-1,2.154781520E-1,8.140286058E-2,9.859322548E0,9.862012896E0
9.375038670E-1,2.011129409E-1,6.703764945E-2,9.864110947E0,9.866388662E0
9.394569920E-1,1.963245422E-1,8.379705995E-2,9.871294022E0,9.873601720E0
9.414406340E-1,1.891419291E-1,7.900865376E-2,9.849745750E0,9.851878419E0
9.433632420E-1,1.891419291E-1,7.182604820E-2,9.844957352E0,9.847036047E0
9.453774020E-1,1.867477298E-1,8.140286058E-2,9.842563629E0,9.844671652E0
9.473305270E-1,1.867477298E-1,8.858546615E-2,9.825803757E0,9.827977491E0
9.493446870E-1,1.699883193E-1,7.661445439E-2,9.830592155E0,9.832360242E0
9.512978120E-1,1.795651317E-1,6.943184882E-2,9.849745750E0,9.851627062E0
9.532814540E-1,1.891419291E-1,6.943184882E-2,9.840168953E0,9.842231478E0
9.552040620E-1,1.891419291E-1,7.900865376E-2,9.852140427E0,9.854272577E0
9.572182220E-1,1.819593310E-1,8.619125932E-2,9.868899345E0,9.870952964E0
9.591713470E-1,2.011129409E-1,7.900865376E-2,9.880870819E0,9.883233121E0
9.611855070E-1,2.011129409E-1,8.619125932E-2,9.871294022E0,9.873718702E0
9.631386320E-1,1.987187415E-1,8.619125932E-2,9.868899345E0,9.871276126E0
9.651527920E-1,1.843535304E-1,8.858546615E-2,9.868899345E0,9.871018585E0
9.671059170E-1,1.891419291E-1,8.619125932E-2,9.868899345E0,9.871087979E0
9.690895600E-1,1.939303428E-1,8.140286058E-2,9.861717224E0,9.863959753E0
9.710426850E-1,1.891419291E-1,6.703764945E-2,9.852140427E0,9.854183868E0
9.730568450E-1,1.915361285E-1,8.858546615E-2,9.844957352E0,9.847218832E0
9.750099700E-1,1.939303428E-1,9.576806426E-2,9.854534149E0,9.856907415E0
9.769936130E-1,2.082955539E-1,8.619125932E-2,9.868899345E0,9.871473561E0
9.789162200E-1,1.987187415E-1,8.140286058E-2,9.861717224E0,9.864055057E0
9.808998630E-1,1.963245422E-1,8.140286058E-2,9.859322548E0,9.861612995E0
9.828529880E-1,1.963245422E-1,6.464344263E-2,9.847352028E0,9.849521007E0
9.848671480E-1,2.082955539E-1,7.900865376E-2,9.852140427E0,9.854658817E0
9.867897550E-1,2.035071403E-1,7.661445439E-2,9.852140427E0,9.854539863E0
9.888039150E-1,1.963245422E-1,7.422025502E-2,9.849745750E0,9.851981695E0
9.907875580E-1,2.011129409E-1,7.182604820E-2,9.840168953E0,9.842485988E0
9.927712010E-1,1.987187415E-1,7.422025502E-2,9.832986832E0,9.835274669E0
9.947243260E-1,1.987187415E-1,7.661445439E-2,9.830592155E0,9.832898913E0
9.967384860E-1,1.963245422E-1,8.619125932E-2,9.856928825E0,9.859260526E0
9.986610930E-1,2.011129409E-1,9.337386489E-2,9.864110947E0,9.866602752E0
1.000644736E0,1.939303428E-1,9.097966552E-2,9.866505623E0,9.868830705E0
1.002597861E0,1.819593310E-1,8.140286058E-2,9.868899345E0,9.870912314E0
1.004581503E0,1.723825186E-1,8.379705995E-2,9.871294022E0,9.873154680E0
1.006534628E0,1.891419291E-1,8.379705995E-2,9.871294022E0,9.873461514E0
1.008548788E0,1.963245422E-1,6.943184882E-2,9.847352028E0,9.849553597E0
1.010532431E0,1.939303428E-1,7.900865376E-2,9.847352028E0,9.849578331E0
1.012516074E0,1.915361285E-1,8.379705995E-2,9.852140427E0,9.854358377E0
1.014469199E0,2.059013397E-1,7.661445439E-2,9.842563629E0,9.845015182E0
1.016483359E0,2.106897533E-1,7.661445439E-2,9.830592155E0,9.833148126E0
1.018405966E0,2.035071403E-1,7.422025502E-2,9.844957352E0,9.847340202E0
1.020389609E0,2.059013397E-1,6.703764945E-2,9.854534149E0,9.856912940E0
1.022342734E0,1.987187415E-1,7.182604820E-2,9.866505623E0,9.868767974E0
1.024326376E0,2.082955539E-1,7.182604820E-2,9.856928825E0,9.859391051E0
1.026279501E0,2.106897533E-1,6.703764945E-2,9.852140427E0,9.854621008E0
1.028293661E0,2.035071403E-1,7.900865376E-2,9.849745750E0,9.852164679E0
1.030246786E0,1.915361285E-1,7.900865376E-2,9.852140427E0,9.854318822E0
1.032230429E0,2.011129409E-1,7.422025502E-2,9.868899345E0,9.871227348E0
1.034183554E0,1.963245422E-1,6.703764945E-2,9.868899345E0,9.871079559E0
1.036167197E0,1.867477298E-1,8.140286058E-2,9.866505623E0,9.868608531E0
1.038120322E0,1.987187415E-1,9.097966552E-2,9.866505623E0,9.868925962E0
1.040134482E0,1.891419291E-1,7.900865376E-2,9.859322548E0,9.861453145E0
1.042087607E0,1.819593310E-1,7.900865376E-2,9.861717224E0,9.863712190E0
1.044071249E0,1.939303428E-1,8.619125932E-2,9.871294022E0,9.873575015E0
1.046024374E0,1.939303428E-1,8.140286058E-2,9.866505623E0,9.868747064E0
1.048038535E0,1.939303428E-1,8.858546615E-2,9.847352028E0,9.849659808E0
1.049961142E0,1.915361285E-1,8.858546615E-2,9.840168953E0,9.842431534E0
1.051975302E0,1.963245422E-1,8.858546615E-2,9.847352028E0,9.849707238E0
1.053928427E0,1.987187415E-1,9.337386489E-2,9.842563629E0,9.845012271E0
1.055912070E0,1.963245422E-1,9.097966552E-2,9.847352028E0,9.849729062E0
1.057834677E0,1.939303428E-1,7.422025502E-2,9.837775230E0,9.839966418E0
1.059848837E0,1.891419291E-1,7.422025502E-2,9.837775230E0,9.839873211E0
1.061832480E0,2.082955539E-1,6.943184882E-2,9.859322548E0,9.861767028E0
1.063846640E0,2.011129409E-1,7.182604820E-2,9.847352028E0,9.849667373E0
1.065799765E0,1.915361285E-1,7.422025502E-2,9.842563629E0,9.844706879E0
1.067783408E0,1.939303428E-1,7.422025502E-2,9.866505623E0,9.868690431E0
1.069736533E0,1.891419291E-1,7.661445439E-2,9.859322548E0,9.861434254E0
1.071720175E0,1.963245422E-1,7.422025502E-2,9.864110947E0,9.866343636E0
1.073673300E0,1.963245422E-1,8.379705995E-2,9.859322548E0,9.861633048E0
1.075687460E0,1.771709323E-1,7.422025502E-2,9.854534149E0,9.856406114E0
1.077640585E0,1.771709323E-1,7.422025502E-2,9.849745750E0,9.851618625E0
1.079624228E0,1.915361285E-1,8.858546615E-2,9.861717224E0,9.863974862E0
1.081577353E0,1.939303428E-1,6.943184882E-2,9.873687744E0,9.875836138E0
1.083591513E0,1.915361285E-1,6.703764945E-2,9.859322548E0,9.861410712E0
1.085544638E0,1.795651317E-1,8.140286058E-2,9.842563629E0,9.844538021E0
1.087528281E0,1.723825186E-1,8.379705995E-2,9.837775230E0,9.839642227E0
1.089481406E0,1.819593310E-1,8.140286058E-2,9.830592155E0,9.832612967E0
1.091495566E0,1.963245422E-1,6.703764945E-2,9.844957352E0,9.847142866E0
1.093448691E0,1.819593310E-1,5.746084079E-2,9.854534149E0,9.856381397E0
1.095462851E0,1.723825186E-1,5.985504389E-2,9.861717224E0,9.863405343E0
1.097415976E0,1.699883193E-1,8.379705995E-2,9.864110947E0,9.865931418E0
1.099430136E0,1.699883193E-1,7.900865376E-2,9.852140427E0,9.853923553E0
1.101352743E0,1.651999205E-1,7.182604820E-2,9.852140427E0,9.853787139E0
1.103366904E0,1.819593310E-1,6.943184882E-2,9.840168953E0,9.842096068E0
1.105350546E0,1.771709323E-1,8.140286058E-2,9.832986832E0,9.834919725E0
1.107364706E0,1.771709323E-1,7.422025502E-2,9.842563629E0,9.844437870E0
1.109317831E0,1.795651317E-1,7.422025502E-2,9.844957352E0,9.846874506E0
1.111301474E0,1.915361285E-1,7.900865376E-2,9.864110947E0,9.866286699E0
1.113224081E0,1.915361285E-1,8.140286058E-2,9.859322548E0,9.861518829E0
1.115238242E0,1.891419291E-1,8.140286058E-2,9.861717224E0,9.863866772E0
1.117191367E0,1.771709323E-1,8.140286058E-2,9.849745750E0,9.851675356E0
1.119205527E0,2.011129409E-1,8.379705995E-2,9.847352028E0,9.849761942E0
1.121158652E0,1.987187415E-1,7.661445439E-2,9.847352028E0,9.849654861E0
1.123172812E0,1.915361285E-1,6.943184882E-2,9.849745750E0,9.851852527E0
1.125125937E0,1.939303428E-1,7.182604820E-2,9.847352028E0,9.849523335E0
1.127109579E0,1.843535304E-1,7.900865376E-2,9.861717224E0,9.863756647E0
1.129093222E0,1.891419291E-1,7.422025502E-2,9.868899345E0,9.870990710E0
1.131107382E0,1.867477298E-1,6.943184882E-2,9.871294022E0,9.873304470E0
1.133060507E0,1.867477298E-1,6.224924326E-2,9.866505623E0,9.868469126E0
1.135044150E0,1.819593310E-1,7.422025502E-2,9.854534149E0,9.856493349E0
1.136966757E0,1.675941199E-1,8.140286058E-2,9.854534149E0,9.856295324E0
1.138950400E0,1.819593310E-1,7.182604820E-2,9.847352028E0,9.849294906E0
1.140903525E0,1.795651317E-1,7.182604820E-2,9.861717224E0,9.863613396E0
1.142887167E0,1.891419291E-1,8.140286058E-2,9.861717224E0,9.863866772E0
1.144840292E0,1.963245422E-1,7.900865376E-2,9.861717224E0,9.863987647E0
1.146854452E0,1.963245422E-1,6.224924326E-2,9.854534149E0,9.856686136E0
1.148838095E0,1.891419291E-1,7.182604820E-2,9.842563629E0,9.844642830E0
1.150821738E0,1.843535304E-1,7.182604820E-2,9.859322548E0,9.861307535E0
1.152774863E0,1.819593310E-1,8.140286058E-2,9.864110947E0,9.866124892E0
1.154758505E0,1.963245422E-1,7.422025502E-2,9.861717224E0,9.863950455E0
1.156711630E0,1.915361285E-1,8.140286058E-2,9.864110947E0,9.866306162E0
1.158725790E0,1.867477298E-1,7.661445439E-2,9.854534149E0,9.856601229E0
1.160709433E0,1.915361285E-1,7.182604820E-2,9.840168953E0,9.842294961E0
1.162693076E0,1.867477298E-1,8.140286058E-2,9.852140427E0,9.854246401E0
1.164646201E0,1.915361285E-1,6.943184882E-2,9.854534149E0,9.856639902E0
1.166660361E0,2.011129409E-1,6.224924326E-2,9.852140427E0,9.854389498E0
1.168582968E0,1.963245422E-1,7.422025502E-2,9.854534149E0,9.856769008E0
1.170597128E0,1.891419291E-1,8.619125932E-2,9.849745750E0,9.851938639E0
1.172580771E0,1.915361285E-1,7.422025502E-2,9.859322548E0,9.861462155E0
1.174564413E0,1.987187415E-1,5.985504389E-2,9.856928825E0,9.859113430E0
1.176487021E0,2.082955539E-1,6.224924326E-2,9.861717224E0,9.864113169E0
1.178501181E0,1.891419291E-1,6.224924326E-2,9.854534149E0,9.856545690E0
1.180454306E0,1.843535304E-1,5.746084079E-2,9.854534149E0,9.856425887E0
1.182437949E0,1.867477298E-1,5.746084079E-2,9.856928825E0,9.858865164E0
1.184391074E0,1.867477298E-1,5.985504389E-2,9.852140427E0,9.854091959E0
1.186374716E0,1.915361285E-1,9.337386489E-2,9.849745750E0,9.852050351E0
1.188327841E0,1.939303428E-1,9.337386489E-2,9.849745750E0,9.852097188E0
1.190342001E0,2.035071403E-1,6.703764945E-2,9.859322548E0,9.861650486E0
1.192295126E0,2.106897533E-1,8.619125932E-2,9.859322548E0,9.861950122E0
1.194278769E0,2.106897533E-1,7.661445439E-2,9.852140427E0,9.854690809E0
1.196201376E0,1.915361285E-1,7.422025502E-2,9.842563629E0,9.844706879E0
1.198185019E0,1.963245422E-1,7.661445439E-2,9.852140427E0,9.854394151E0
1.200138144E0,2.059013397E-1,7.900865376E-2,9.859322548E0,9.861788825E0
1.202152304E0,1.915361285E-1,8.140286058E-2,9.856928825E0,9.859125640E0
1.204105429E0,1.915361285E-1,7.900865376E-2,9.864110947E0,9.866286699E0
1.206089072E0,1.987187415E-1,6.943184882E-2,9.866505623E0,9.868750839E0
1.208072714E0,2.035071403E-1,8.619125932E-2,9.842563629E0,9.845044585E0
1.210086874E0,1.987187415E-1,7.182604820E-2,9.842563629E0,9.844831482E0
1.212039999E0,1.939303428E-1,5.267243832E-2,9.837775230E0,9.839827481E0
1.214023642E0,1.939303428E-1,7.661445439E-2,9.854534149E0,9.856739930E0
1.215946249E0,1.867477298E-1,8.140286058E-2,9.859322548E0,9.861426988E0
1.217960410E0,1.747767180E-1,7.182604820E-2,9.854534149E0,9.856345630E0
1.219913535E0,1.819593310E-1,9.097966552E-2,9.864110947E0,9.866208556E0
1.221897177E0,1.819593310E-1,8.379705995E-2,9.856928825E0,9.858964297E0
1.223850302E0,1.891419291E-1,7.661445439E-2,9.852140427E0,9.854253672E0
1.225864462E0,1.843535304E-1,8.140286058E-2,9.830592155E0,9.832657564E0
1.227787070E0,1.747767180E-1,8.379705995E-2,9.840168953E0,9.842077721E0
