"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
8.817374471E0,-4.884000015E1,-3.870000076E1,-2.201399994E2,2.287895430E2
8.825309041E0,-4.913999939E1,-3.845999908E1,-2.202599945E2,2.289287580E2
8.833243612E0,-4.937999725E1,-3.893999863E1,-2.202599945E2,2.290615044E2
8.841178182E0,-4.877999878E1,-3.863999939E1,-2.204400024E2,2.290553045E2
8.849173788E0,-4.902000046E1,-3.881999969E1,-2.201399994E2,2.288483606E2
8.857047323E0,-4.829999924E1,-3.881999969E1,-2.198999939E2,2.284641977E2
8.865042928E0,-4.823999786E1,-3.834000015E1,-2.199599915E2,2.284282181E2
8.872977498E0,-4.895999908E1,-3.791999817E1,-2.198399963E2,2.283957788E2
8.880881551E0,-4.907999802E1,-3.750000000E1,-2.197799988E2,2.282944241E2
8.888846639E0,-4.968000031E1,-3.731999969E1,-2.197200012E2,2.283369522E2
8.896720174E0,-4.979999924E1,-3.731999969E1,-2.192999878E2,2.279590028E2
8.904654745E0,-4.973999786E1,-3.791999817E1,-2.191199951E2,2.278718190E2
8.912589315E0,-4.931999969E1,-3.797999954E1,-2.195399933E2,2.281945472E2
8.920523885E0,-4.920000076E1,-3.852000046E1,-2.194799957E2,2.282014440E2
8.928488973E0,-4.871999741E1,-3.870000076E1,-2.196599884E2,2.283020778E2
8.936393026E0,-4.847999954E1,-3.875999832E1,-2.195399933E2,2.281456913E2
8.944327596E0,-4.847999954E1,-3.911999893E1,-2.194199982E2,2.280916927E2
8.952262166E0,-4.853999710E1,-3.857999802E1,-2.191799927E2,2.277815110E2
8.960196737E0,-4.877999878E1,-3.863999939E1,-2.194199982E2,2.280738333E2
8.968192342E0,-4.859999847E1,-3.834000015E1,-2.200199890E2,2.285622695E2
8.976065877E0,-4.884000015E1,-3.821999741E1,-2.194799957E2,2.280736336E2
8.984000448E0,-4.877999878E1,-3.918000031E1,-2.197200012E2,2.284544586E2
8.991935018E0,-4.889999771E1,-3.870000076E1,-2.197799988E2,2.284560082E2
8.999869588E0,-4.937999725E1,-3.905999756E1,-2.191799927E2,2.280437167E2
9.007865194E0,-4.943999863E1,-3.918000031E1,-2.191199951E2,2.280196442E2
9.015738729E0,-4.913999939E1,-3.857999802E1,-2.191799927E2,2.279101248E2
9.023673299E0,-4.925999832E1,-3.905999756E1,-2.191199951E2,2.279600910E2
9.031607870E0,-4.943999863E1,-3.923999786E1,-2.192399902E2,2.281452700E2
9.039572957E0,-4.955999756E1,-3.911999893E1,-2.198399963E2,2.287273304E2
9.047568563E0,-4.997999954E1,-3.918000031E1,-2.196599884E2,2.286560371E2
9.055472616E0,-4.997999954E1,-3.893999863E1,-2.195999908E2,2.285573885E2
9.063407186E0,-4.986000061E1,-3.845999908E1,-2.199599915E2,2.287959550E2
9.071341756E0,-4.943999863E1,-3.821999741E1,-2.198399963E2,2.285491318E2
9.079276327E0,-4.943999863E1,-3.809999847E1,-2.199599915E2,2.286445302E2
9.087271932E0,-4.943999863E1,-3.797999954E1,-2.203799896E2,2.290286743E2
9.095175985E0,-4.950000000E1,-3.839999771E1,-2.201999969E2,2.289385255E2
9.103141073E0,-4.961999893E1,-3.863999939E1,-2.203199921E2,2.291202583E2
9.111075643E0,-4.937999725E1,-3.863999939E1,-2.203199921E2,2.290684015E2
9.119010213E0,-4.913999939E1,-3.911999893E1,-2.201999969E2,2.289828651E2
9.126975301E0,-4.889999771E1,-3.911999893E1,-2.197200012E2,2.284698296E2
9.134879354E0,-4.884000015E1,-3.923999786E1,-2.195399933E2,2.283044715E2
9.142813924E0,-4.884000015E1,-3.911999893E1,-2.197799988E2,2.285146993E2
9.150748495E0,-4.889999771E1,-3.893999863E1,-2.194199982E2,2.281505399E2
9.158683065E0,-4.847999954E1,-3.857999802E1,-2.197200012E2,2.282884262E2
9.166617635E0,-4.853999710E1,-3.852000046E1,-2.200199890E2,2.285797833E2
9.174491170E0,-4.859999847E1,-3.863999939E1,-2.197200012E2,2.283240862E2
9.182425741E0,-4.865999985E1,-3.863999939E1,-2.197799988E2,2.283945993E2
9.190329793E0,-4.889999771E1,-3.821999741E1,-2.201399994E2,2.287216590E2
9.198264364E0,-4.865999985E1,-3.809999847E1,-2.198399963E2,2.283616199E2
9.206259969E0,-4.841999817E1,-3.786000061E1,-2.200800018E2,2.285018229E2
9.214133504E0,-4.818000031E1,-3.773999786E1,-2.198399963E2,2.282000085E2
9.222068075E0,-4.805999756E1,-3.845999908E1,-2.200199890E2,2.284682264E2
9.230002645E0,-4.841999817E1,-3.834000015E1,-2.197799988E2,2.282930128E2
9.237937215E0,-4.841999817E1,-3.827999878E1,-2.195999908E2,2.281096458E2
9.245902303E0,-4.877999878E1,-3.857999802E1,-2.198399963E2,2.284677844E2
9.253806356E0,-4.925999832E1,-3.821999741E1,-2.189400024E2,2.276445482E2
9.261740926E0,-4.902000046E1,-3.839999771E1,-2.189400024E2,2.276230325E2
9.269675496E0,-4.943999863E1,-3.870000076E1,-2.190599976E2,2.278799817E2
9.277579549E0,-4.937999725E1,-3.857999802E1,-2.187599945E2,2.275582026E2
9.285544637E0,-4.931999969E1,-3.870000076E1,-2.191199951E2,2.279116598E2
9.293479207E0,-4.943999863E1,-3.893999863E1,-2.194199982E2,2.282668889E2
9.301413778E0,-4.913999939E1,-3.863999939E1,-2.191799927E2,2.279202893E2
9.309317830E0,-4.889999771E1,-3.893999863E1,-2.194799957E2,2.282082422E2
9.317252401E0,-4.877999878E1,-3.875999832E1,-2.194799957E2,2.281519105E2
9.325248006E0,-4.853999710E1,-3.827999878E1,-2.197200012E2,2.282506705E2
9.333121541E0,-4.889999771E1,-3.852000046E1,-2.203199921E2,2.289451880E2
9.341056112E0,-4.925999832E1,-3.797999954E1,-2.207399902E2,2.293363711E2
9.349021200E0,-4.925999832E1,-3.804000092E1,-2.209199982E2,2.295195737E2
9.356955770E0,-4.973999786E1,-3.839999771E1,-2.206799927E2,2.294521440E2
9.364951375E0,-4.931999969E1,-3.809999847E1,-2.201999969E2,2.288495377E2
9.372824911E0,-4.925999832E1,-3.821999741E1,-2.200800018E2,2.287411700E2
9.380759481E0,-4.931999969E1,-3.821999741E1,-2.198999939E2,2.285809220E2
9.388694051E0,-4.902000046E1,-3.768000031E1,-2.200800018E2,2.285999783E2
9.396659139E0,-4.931999969E1,-3.827999878E1,-2.198999939E2,2.285909622E2
9.404654745E0,-4.913999939E1,-3.834000015E1,-2.198399963E2,2.285045276E2
9.412528280E0,-4.913999939E1,-3.875999832E1,-2.197799988E2,2.285176686E2
9.420493368E0,-4.920000076E1,-3.893999863E1,-2.195399933E2,2.283304014E2
9.428427938E0,-4.925999832E1,-3.875999832E1,-2.197799988E2,2.285435030E2
9.436331991E0,-4.902000046E1,-3.839999771E1,-2.195399933E2,2.282001948E2
9.444327596E0,-4.920000076E1,-3.839999771E1,-2.197200012E2,2.284120812E2
9.452231649E0,-4.931999969E1,-3.857999802E1,-2.196599884E2,2.284105714E2
9.460166219E0,-4.907999802E1,-3.839999771E1,-2.199599915E2,2.286171557E2
9.468070272E0,-4.955999756E1,-3.875999832E1,-2.198999939E2,2.287237157E2
9.476035360E0,-4.943999863E1,-3.827999878E1,-2.198999939E2,2.286168828E2
9.484030965E0,-4.943999863E1,-3.821999741E1,-2.203199921E2,2.290108743E2
9.491935018E0,-4.955999756E1,-3.779999924E1,-2.197799988E2,2.284475458E2
9.499869588E0,-4.913999939E1,-3.750000000E1,-2.197799988E2,2.283073310E2
9.507804159E0,-4.907999802E1,-3.791999817E1,-2.194799957E2,2.280750775E2
9.515738729E0,-4.902000046E1,-3.809999847E1,-2.191799927E2,2.278035108E2
9.523703817E0,-4.925999832E1,-3.839999771E1,-2.197799988E2,2.284827239E2
9.531607870E0,-4.986000061E1,-3.852000046E1,-2.195999908E2,2.284599879E2
9.539542440E0,-5.021999741E1,-3.839999771E1,-2.197799988E2,2.286916173E2
9.547507528E0,-4.979999924E1,-3.834000015E1,-2.200800018E2,2.288781395E2
9.555442098E0,-4.968000031E1,-3.845999908E1,-2.198999939E2,2.286991064E2
9.563437704E0,-4.937999725E1,-3.863999939E1,-2.201399994E2,2.288952883E2
9.571311239E0,-4.913999939E1,-3.834000015E1,-2.203199921E2,2.289663601E2
9.579276327E0,-4.955999756E1,-3.863999939E1,-2.204400024E2,2.292226812E2
9.587210897E0,-4.931999969E1,-3.845999908E1,-2.203199921E2,2.290251794E2
9.595175985E0,-4.902000046E1,-3.852000046E1,-2.207399902E2,2.293750077E2
9.603171590E0,-4.889999771E1,-3.893999863E1,-2.206799927E2,2.293625785E2
9.611045125E0,-4.853999710E1,-3.827999878E1,-2.201399994E2,2.286549998E2
9.618979696E0,-4.847999954E1,-3.827999878E1,-2.202599945E2,2.287578061E2
9.626914266E0,-4.902000046E1,-3.821999741E1,-2.201399994E2,2.287473453E2
9.634879354E0,-4.877999878E1,-3.779999924E1,-2.198999939E2,2.283951303E2
9.642874959E0,-4.889999771E1,-3.786000061E1,-2.198999939E2,2.284307263E2
9.650748495E0,-4.920000076E1,-3.804000092E1,-2.198999939E2,2.285250294E2
9.658744100E0,-4.877999878E1,-3.779999924E1,-2.196599884E2,2.281640610E2
9.666617635E0,-4.895999908E1,-3.773999786E1,-2.199599915E2,2.284814802E2
9.674582723E0,-4.937999725E1,-3.755999756E1,-2.200199890E2,2.285999412E2
9.682547811E0,-4.925999832E1,-3.731999969E1,-2.201399994E2,2.286502769E2
9.690451864E0,-4.955999756E1,-3.761999893E1,-2.201999969E2,2.288219752E2
9.698386434E0,-4.950000000E1,-3.773999786E1,-2.197799988E2,2.284246162E2
9.706321004E0,-4.925999832E1,-3.786000061E1,-2.197799988E2,2.283925895E2
9.714286092E0,-4.931999969E1,-3.791999817E1,-2.194799957E2,2.281268444E2
9.722251180E0,-4.902000046E1,-3.761999893E1,-2.195999908E2,2.281279920E2
9.730155233E0,-4.920000076E1,-3.768000031E1,-2.199599915E2,2.285231287E2
9.738089803E0,-4.913999939E1,-3.804000092E1,-2.198399963E2,2.284543832E2
9.746024373E0,-4.902000046E1,-3.845999908E1,-2.199599915E2,2.286143692E2
9.753958944E0,-4.889999771E1,-3.845999908E1,-2.197200012E2,2.283577462E2
9.761954549E0,-4.877999878E1,-3.857999802E1,-2.198999939E2,2.285255168E2
9.769828084E0,-4.907999802E1,-3.821999741E1,-2.202599945E2,2.288756859E2
9.777762655E0,-4.920000076E1,-3.797999954E1,-2.202599945E2,2.288614988E2
9.785758260E0,-4.931999969E1,-3.821999741E1,-2.202599945E2,2.289272718E2
9.793692830E0,-4.955999756E1,-3.821999741E1,-2.199599915E2,2.286905319E2
9.801657918E0,-4.889999771E1,-3.834000015E1,-2.196599884E2,2.282798193E2
9.809561971E0,-4.889999771E1,-3.791999817E1,-2.194799957E2,2.280364106E2
9.817496541E0,-4.907999802E1,-3.779999924E1,-2.197799988E2,2.283438942E2
9.825461629E0,-4.925999832E1,-3.786000061E1,-2.200800018E2,2.286812941E2
9.833426717E0,-4.961999893E1,-3.791999817E1,-2.201399994E2,2.288267683E2
9.841391805E0,-4.968000031E1,-3.804000092E1,-2.200800018E2,2.288019915E2
9.849265340E0,-4.991999817E1,-3.815999985E1,-2.196599884E2,2.284703532E2
9.857230428E0,-4.931999969E1,-3.768000031E1,-2.191799927E2,2.277984065E2
9.865164998E0,-4.955999756E1,-3.797999954E1,-2.192999878E2,2.280156976E2
9.873099569E0,-4.955999756E1,-3.852000046E1,-2.195999908E2,2.283947017E2
9.881095174E0,-4.943999863E1,-3.845999908E1,-2.199599915E2,2.287047941E2
9.888999227E0,-4.986000061E1,-3.887999725E1,-2.201399994E2,2.290399380E2
9.896933797E0,-4.973999786E1,-3.827999878E1,-2.200199890E2,2.287973367E2
9.904868368E0,-4.955999756E1,-3.834000015E1,-2.198399963E2,2.285952164E2
9.912802938E0,-4.968000031E1,-3.834000015E1,-2.198399963E2,2.286212633E2
9.920768026E0,-4.973999786E1,-3.834000015E1,-2.196599884E2,2.284612298E2
9.928672079E0,-5.021999741E1,-3.870000076E1,-2.196599884E2,2.286268766E2
9.936606649E0,-5.039999771E1,-3.827999878E1,-2.198399963E2,2.287687524E2
9.944571737E0,-5.015999985E1,-3.815999985E1,-2.194799957E2,2.283499063E2
9.952536825E0,-4.950000000E1,-3.834000015E1,-2.198399963E2,2.285822163E2
9.960501913E0,-4.920000076E1,-3.839999771E1,-2.197799988E2,2.284697962E2
9.968436483E0,-4.847999954E1,-3.804000092E1,-2.197799988E2,2.282555583E2
9.976401571E0,-4.865999985E1,-3.797999954E1,-2.200199890E2,2.285149262E2
9.984336141E0,-4.920000076E1,-3.779999924E1,-2.199599915E2,2.285429453E2
9.992270711E0,-4.907999802E1,-3.743999863E1,-2.199599915E2,2.284578682E2
1.000026632E1,-4.961999893E1,-3.773999786E1,-2.198399963E2,2.285083712E2
1.000820089E1,-4.943999863E1,-3.779999924E1,-2.200199890E2,2.286524633E2
1.001613546E1,-4.913999939E1,-3.791999817E1,-2.195999908E2,2.282034657E2
1.002403951E1,-4.871999741E1,-3.815999985E1,-2.196599884E2,2.282111615E2
1.003197408E1,-4.907999802E1,-3.845999908E1,-2.193600006E2,2.280500550E2
1.003996969E1,-4.859999847E1,-3.863999939E1,-2.188199921E2,2.274581243E2
1.004787374E1,-4.902000046E1,-3.809999847E1,-2.187599945E2,2.273994405E2
1.005577779E1,-4.907999802E1,-3.791999817E1,-2.184599915E2,2.270936818E2
1.006371236E1,-4.889999771E1,-3.743999863E1,-2.180399933E2,2.265709645E2
1.007164693E1,-4.925999832E1,-3.720000076E1,-2.174400024E2,2.260321706E2
1.007964254E1,-4.937999725E1,-3.713999939E1,-2.167799988E2,2.254136898E2
1.008751607E1,-4.931999969E1,-3.702000046E1,-2.162999878E2,2.249191578E2
1.009545064E1,-4.986000061E1,-3.725999832E1,-2.168999939E2,2.256544582E2
1.010338521E1,-4.986000061E1,-3.743999863E1,-2.176199951E2,2.263763138E2
1.011131978E1,-4.961999893E1,-3.773999786E1,-2.190599976E2,2.277580608E2
1.011928487E1,-4.997999954E1,-3.839999771E1,-2.198399963E2,2.286967078E2
1.012721944E1,-4.968000031E1,-3.875999832E1,-2.197200012E2,2.285767242E2
1.013515401E1,-4.997999954E1,-3.857999802E1,-2.197200012E2,2.286116697E2
1.014308858E1,-4.997999954E1,-3.857999802E1,-2.194199982E2,2.283233501E2
1.015105367E1,-4.991999817E1,-3.809999847E1,-2.188799896E2,2.277104872E2
1.015904928E1,-4.979999924E1,-3.773999786E1,-2.194199982E2,2.281435578E2
1.016695333E1,-4.943999863E1,-3.809999847E1,-2.195399933E2,2.282405135E2
1.017485738E1,-4.931999969E1,-3.815999985E1,-2.194799957E2,2.281668611E2
1.018279195E1,-4.950000000E1,-3.839999771E1,-2.200800018E2,2.288231130E2
1.019072652E1,-4.913999939E1,-3.834000015E1,-2.197799988E2,2.284468057E2
1.019872213E1,-4.950000000E1,-3.797999954E1,-2.198399963E2,2.285221091E2
1.020662618E1,-5.015999985E1,-3.786000061E1,-2.195399933E2,2.283576447E2
1.021456075E1,-5.003999710E1,-3.791999817E1,-2.198399963E2,2.286297259E2
1.022249532E1,-5.021999741E1,-3.786000061E1,-2.198399963E2,2.286592482E2
1.023042989E1,-4.979999924E1,-3.779999924E1,-2.196599884E2,2.283843041E2
1.023842550E1,-4.907999802E1,-3.815999985E1,-2.195399933E2,2.281728302E2
1.024629903E1,-4.865999985E1,-3.809999847E1,-2.190000000E2,2.275530827E2
1.025423360E1,-4.865999985E1,-3.845999908E1,-2.193600006E2,2.279600337E2
1.026216817E1,-4.902000046E1,-3.870000076E1,-2.200199890E2,2.287125840E2
1.027013326E1,-4.895999908E1,-3.857999802E1,-2.199599915E2,2.286217304E2
1.027809835E1,-4.943999863E1,-3.852000046E1,-2.203799896E2,2.291188419E2
1.028600240E1,-4.931999969E1,-3.870000076E1,-2.197200012E2,2.284885804E2
1.029393697E1,-4.968000031E1,-3.900000000E1,-2.194799957E2,2.283868888E2
1.030187154E1,-5.009999847E1,-3.870000076E1,-2.197799988E2,2.287158669E2
1.030980611E1,-5.015999985E1,-3.827999878E1,-2.197799988E2,2.286583297E2
1.031777120E1,-5.021999741E1,-3.791999817E1,-2.198999939E2,2.287268714E2
1.032567525E1,-4.920000076E1,-3.786000061E1,-2.194799957E2,2.280909648E2
1.033360982E1,-4.877999878E1,-3.791999817E1,-2.195399933E2,2.280684616E2
1.034154439E1,-4.836000061E1,-3.834000015E1,-2.197200012E2,2.282225322E2
1.034947896E1,-4.793999863E1,-3.845999908E1,-2.197799988E2,2.282118815E2
1.035747457E1,-4.859999847E1,-3.834000015E1,-2.196599884E2,2.282157443E2
1.036534810E1,-4.853999710E1,-3.857999802E1,-2.198399963E2,2.284166622E2
1.037328267E1,-4.902000046E1,-3.863999939E1,-2.197200012E2,2.284138545E2
1.038124776E1,-4.937999725E1,-3.893999863E1,-2.195999908E2,2.284269327E2
1.038918233E1,-4.955999756E1,-3.870000076E1,-2.197200012E2,2.285405048E2
1.039717794E1,-4.991999817E1,-3.870000076E1,-2.192399902E2,2.281575543E2
1.040505147E1,-4.961999893E1,-3.839999771E1,-2.189400024E2,2.277529995E2
1.041301656E1,-4.950000000E1,-3.834000015E1,-2.188199921E2,2.276013940E2
1.042092061E1,-4.913999939E1,-3.852000046E1,-2.190000000E2,2.277268758E2
1.042885518E1,-4.859999847E1,-3.852000046E1,-2.192399902E2,2.278418829E2
1.043685079E1,-4.859999847E1,-3.875999832E1,-2.191199951E2,2.277671389E2
1.044475484E1,-4.889999771E1,-3.870000076E1,-2.195999908E2,2.282828417E2
1.045268941E1,-4.889999771E1,-3.839999771E1,-2.195399933E2,2.281744470E2
1.046062398E1,-4.950000000E1,-3.791999817E1,-2.197200012E2,2.283967058E2
1.046855855E1,-4.973999786E1,-3.821999741E1,-2.198999939E2,2.286719111E2
1.047652364E1,-4.968000031E1,-3.804000092E1,-2.195999908E2,2.283403164E2
1.048442769E1,-4.950000000E1,-3.804000092E1,-2.194199982E2,2.281280940E2
1.049239278E1,-4.955999756E1,-3.875999832E1,-2.193600006E2,2.282046027E2
1.050032735E1,-4.937999725E1,-3.834000015E1,-2.194199982E2,2.281523073E2
1.050826192E1,-4.907999802E1,-3.870000076E1,-2.192399902E2,2.279752390E2
1.051625753E1,-4.913999939E1,-3.887999725E1,-2.194799957E2,2.282495613E2
1.052416158E1,-4.920000076E1,-3.875999832E1,-2.194799957E2,2.282420778E2
1.053209615E1,-4.925999832E1,-3.870000076E1,-2.195399933E2,2.283025321E2
1.054006124E1,-4.961999893E1,-3.875999832E1,-2.202599945E2,2.290828386E2
1.054799581E1,-4.973999786E1,-3.857999802E1,-2.202599945E2,2.290784774E2
1.055599141E1,-4.920000076E1,-3.870000076E1,-2.201399994E2,2.288666631E2
1.056386495E1,-4.920000076E1,-3.875999832E1,-2.200199890E2,2.287613890E2
1.057183004E1,-4.950000000E1,-3.821999741E1,-2.191199951E2,2.278696787E2
1.057973409E1,-4.973999786E1,-3.845999908E1,-2.190000000E2,2.278469638E2
1.058769918E1,-4.979999924E1,-3.809999847E1,-2.191799927E2,2.279726277E2
1.059569478E1,-4.991999817E1,-3.809999847E1,-2.196599884E2,2.284603392E2
1.060359884E1,-4.979999924E1,-3.827999878E1,-2.203799896E2,2.291565798E2
1.061156392E1,-4.955999756E1,-3.839999771E1,-2.207999878E2,2.295286209E2
1.061946798E1,-4.955999756E1,-3.821999741E1,-2.207999878E2,2.294985755E2
1.062740255E1,-4.937999725E1,-3.797999954E1,-2.206199951E2,2.292466941E2
1.063536764E1,-4.907999802E1,-3.804000092E1,-2.205000000E2,2.290767074E2
1.064330221E1,-4.913999939E1,-3.750000000E1,-2.205000000E2,2.290005230E2
1.065123678E1,-4.943999863E1,-3.779999924E1,-2.200800018E2,2.287102110E2
1.065917135E1,-4.937999725E1,-3.791999817E1,-2.196599884E2,2.283129889E2
1.066710592E1,-4.937999725E1,-3.761999893E1,-2.194799957E2,2.280901510E2
1.067510152E1,-4.950000000E1,-3.809999847E1,-2.190000000E2,2.277341869E2
1.068297506E1,-4.943999863E1,-3.779999924E1,-2.191799927E2,2.278442946E2
1.069090963E1,-4.937999725E1,-3.815999985E1,-2.195399933E2,2.282375481E2
1.069884420E1,-4.913999939E1,-3.845999908E1,-2.196599884E2,2.283515307E2
1.070680929E1,-4.871999741E1,-3.821999741E1,-2.195399933E2,2.281057101E2
1.071480489E1,-4.902000046E1,-3.881999969E1,-2.197200012E2,2.284443734E2
1.072267843E1,-4.937999725E1,-3.870000076E1,-2.195999908E2,2.283861427E2
1.073067403E1,-4.937999725E1,-3.857999802E1,-2.195999908E2,2.283658389E2
1.073860860E1,-4.931999969E1,-3.870000076E1,-2.200199890E2,2.287770705E2
1.074654317E1,-4.895999908E1,-3.834000015E1,-2.193600006E2,2.280040504E2
1.075450826E1,-4.884000015E1,-3.852000046E1,-2.192999878E2,2.279509173E2
1.076241231E1,-4.913999939E1,-3.839999771E1,-2.190000000E2,2.277066081E2
1.077034688E1,-4.950000000E1,-3.827999878E1,-2.192399902E2,2.279951351E2
1.077828145E1,-4.961999893E1,-3.839999771E1,-2.198399963E2,2.286183022E2
1.078624654E1,-4.950000000E1,-3.815999985E1,-2.200800018E2,2.287829600E2
1.079424215E1,-4.902000046E1,-3.834000015E1,-2.206199951E2,2.292293574E2
1.080214620E1,-4.865999985E1,-3.857999802E1,-2.206199951E2,2.291929189E2
1.081008077E1,-4.823999786E1,-3.845999908E1,-2.201999969E2,2.286794866E2
1.081804586E1,-4.829999924E1,-3.875999832E1,-2.198999939E2,2.284540101E2
1.082598043E1,-4.877999878E1,-3.881999969E1,-2.192999878E2,2.279889587E2
1.083397603E1,-4.853999710E1,-3.893999863E1,-2.191199951E2,2.277850458E2
1.084188009E1,-4.853999710E1,-3.893999863E1,-2.195999908E2,2.282468199E2
1.084981466E1,-4.836000061E1,-3.900000000E1,-2.199599915E2,2.285652806E2
1.085774923E1,-4.847999954E1,-3.911999893E1,-2.205000000E2,2.291308244E2
1.086568380E1,-4.877999878E1,-3.911999893E1,-2.202599945E2,2.289635949E2
1.087367940E1,-4.902000046E1,-3.923999786E1,-2.198999939E2,2.286891891E2
1.088155294E1,-4.920000076E1,-3.918000031E1,-2.193600006E2,2.281984276E2
1.088951803E1,-4.937999725E1,-3.905999756E1,-2.190000000E2,2.278707255E2
1.089742208E1,-4.950000000E1,-3.887999725E1,-2.191199951E2,2.279813072E2
1.090538717E1,-4.943999863E1,-3.857999802E1,-2.195399933E2,2.283211299E2
1.091338277E1,-4.961999893E1,-3.815999985E1,-2.194799957E2,2.282318961E2
1.092128683E1,-4.937999725E1,-3.804000092E1,-2.197799988E2,2.284484048E2
1.092922140E1,-4.920000076E1,-3.852000046E1,-2.195999908E2,2.283168555E2
1.093715596E1,-4.920000076E1,-3.893999863E1,-2.191199951E2,2.279266018E2
1.094512105E1,-4.871999741E1,-3.905999756E1,-2.196599884E2,2.283633772E2
1.095311666E1,-4.877999878E1,-3.954000092E1,-2.194199982E2,2.282280341E2
1.096102071E1,-4.913999939E1,-3.936000061E1,-2.194199982E2,2.282741439E2
1.096895528E1,-4.920000076E1,-3.918000031E1,-2.194199982E2,2.282561020E2
1.097685933E1,-4.943999863E1,-3.941999817E1,-2.191199951E2,2.280610050E2
1.098476339E1,-4.961999893E1,-3.941999817E1,-2.195999908E2,2.285612315E2
1.099275899E1,-4.973999786E1,-3.941999817E1,-2.195999908E2,2.285873129E2
1.100063253E1,-4.986000061E1,-3.954000092E1,-2.201399994E2,2.291528980E2
1.100859762E1,-5.009999847E1,-3.965999985E1,-2.197799988E2,2.288802597E2
1.101656270E1,-4.997999954E1,-3.971999741E1,-2.190599976E2,2.281730946E2
1.102452779E1,-4.925999832E1,-3.954000092E1,-2.191199951E2,2.280428279E2
1.103252340E1,-4.902000046E1,-3.971999741E1,-2.189400024E2,2.278494312E2
1.104039693E1,-4.847999954E1,-3.971999741E1,-2.195399933E2,2.283107470E2
1.104836202E1,-4.811999893E1,-3.936000061E1,-2.197200012E2,2.283454026E2
1.105629659E1,-4.836000061E1,-3.995999908E1,-2.197200012E2,2.285002628E2
1.106423116E1,-4.847999954E1,-4.068000031E1,-2.193600006E2,2.283067731E2
1.107222677E1,-4.877999878E1,-4.163999939E1,-2.191199951E2,2.283132718E2
1.108013082E1,-4.902000046E1,-4.277999878E1,-2.188199921E2,2.282877081E2
1.108809591E1,-4.907999802E1,-4.320000076E1,-2.183399963E2,2.279198111E2
1.109603048E1,-4.920000076E1,-4.355999756E1,-2.179799957E2,2.276694797E2
1.110399556E1,-4.902000046E1,-4.404000092E1,-2.174400024E2,2.272061548E2
1.111196065E1,-4.859999847E1,-4.463999939E1,-2.173799896E2,2.271755913E2
1.111986471E1,-4.836000061E1,-4.536000061E1,-2.174400024E2,2.273243805E2
1.112779928E1,-4.763999939E1,-4.650000000E1,-2.175599976E2,2.275174105E2
1.113576436E1,-4.715999985E1,-4.739999771E1,-2.171999969E2,2.272590241E2
